,c_1,c_2,c_3,c_4,c_5,c_6,lcs_word,Class
19,0.4888888888888889,0.06741573033707865,0.0,0.0,0.0,0.0,0.2826086956521739,0
20,0.9926739926739927,0.9852941176470589,0.981549815498155,0.9777777777777777,0.9739776951672863,0.9701492537313433,0.9930555555555556,1
21,0.813953488372093,0.6705882352941176,0.6428571428571429,0.6385542168674698,0.6341463414634146,0.6296296296296297,0.7888888888888889,1
22,0.6111111111111112,0.15492957746478872,0.02857142857142857,0.0,0.0,0.0,0.3246753246753247,0
23,0.4126984126984127,0.11290322580645161,0.03278688524590164,0.0,0.0,0.0,0.3466666666666667,0
24,1.0,1.0,0.9888888888888889,0.9775280898876404,0.9659090909090909,0.9540229885057471,1.0,1
25,0.4626865671641791,0.07,0.010050251256281407,0.005050505050505051,0.0,0.0,0.18932038834951456,0
26,0.634020618556701,0.20207253886010362,0.07291666666666667,0.020942408376963352,0.005263157894736842,0.0,0.36893203883495146,1
27,0.5829383886255924,0.2904761904761905,0.20574162679425836,0.1346153846153846,0.08695652173913043,0.05339805825242718,0.4166666666666667,1
28,0.6379310344827587,0.42857142857142855,0.34347826086956523,0.3231441048034934,0.30701754385964913,0.29515418502202645,0.4898785425101215,1
29,0.581151832460733,0.14210526315789473,0.037037037037037035,0.005319148936170213,0.0,0.0,0.24742268041237114,0
30,0.42038216560509556,0.07692307692307693,0.012903225806451613,0.0,0.0,0.0,0.21875,0
31,0.5842105263157895,0.14285714285714285,0.010638297872340425,0.0,0.0,0.0,0.29441624365482233,0
32,0.6877637130801688,0.4067796610169492,0.24680851063829787,0.14102564102564102,0.07725321888412018,0.04741379310344827,0.5163934426229508,1
33,0.6766467065868264,0.3192771084337349,0.18787878787878787,0.1402439024390244,0.11042944785276074,0.08641975308641975,0.4725274725274725,1
34,0.7692307692307693,0.5335570469798657,0.4781144781144781,0.4594594594594595,0.45084745762711864,0.4421768707482993,0.6064516129032258,1
35,0.7122641509433962,0.3791469194312796,0.19523809523809524,0.12440191387559808,0.08653846153846154,0.057971014492753624,0.536697247706422,1
36,0.6299212598425197,0.33992094861660077,0.29365079365079366,0.2868525896414343,0.28,0.27309236947791166,0.39436619718309857,1
37,0.5663716814159292,0.15178571428571427,0.036036036036036036,0.00909090909090909,0.0,0.0,0.25833333333333336,0
38,0.48148148148148145,0.17164179104477612,0.06766917293233082,0.03787878787878788,0.022900763358778626,0.007692307692307693,0.2789115646258503,0
39,0.7157360406091371,0.2602040816326531,0.08205128205128205,0.020618556701030927,0.0051813471502590676,0.0,0.3431372549019608,1
40,0.3320610687022901,0.03065134099616858,0.0038461538461538464,0.0,0.0,0.0,0.15302491103202848,0
41,0.7172131147540983,0.36213991769547327,0.19421487603305784,0.12448132780082988,0.07916666666666666,0.058577405857740586,0.4559386973180077,1
42,0.8782608695652174,0.7117903930131004,0.6096491228070176,0.5286343612334802,0.47345132743362833,0.4222222222222222,0.82,1
43,0.5298013245033113,0.3554817275747508,0.32666666666666666,0.3210702341137124,0.31543624161073824,0.30976430976430974,0.45,1
44,0.5721153846153846,0.14009661835748793,0.02912621359223301,0.0,0.0,0.0,0.22935779816513763,0
45,0.319672131147541,0.0411522633744856,0.0,0.0,0.0,0.0,0.16535433070866143,0
46,0.53,0.135678391959799,0.020202020202020204,0.005076142131979695,0.0,0.0,0.26046511627906976,0
47,0.6197916666666666,0.2513089005235602,0.1,0.047619047619047616,0.026595744680851064,0.0213903743315508,0.3415841584158416,1
48,0.9217391304347826,0.8427947598253275,0.7763157894736842,0.7136563876651982,0.6548672566371682,0.6,0.9294117647058824,1
49,1.0,0.9808429118773946,0.9615384615384616,0.9420849420849421,0.9224806201550387,0.9027237354085603,1.0,1
50,0.78,0.6582914572864321,0.6313131313131313,0.6192893401015228,0.6071428571428571,0.5948717948717949,0.6699029126213593,1
51,0.6526946107784432,0.18674698795180722,0.024242424242424242,0.0,0.0,0.0,0.3551912568306011,0
52,0.4439461883408072,0.15315315315315314,0.04524886877828054,0.013636363636363636,0.0,0.0,0.23376623376623376,0
53,0.6650246305418719,0.3910891089108911,0.29850746268656714,0.23,0.18090452261306533,0.14646464646464646,0.3492647058823529,1
54,0.7281553398058253,0.3073170731707317,0.13725490196078433,0.06403940886699508,0.034653465346534656,0.014925373134328358,0.3476190476190476,1
55,0.7620481927710844,0.5498489425981873,0.4303030303030303,0.3495440729483283,0.2896341463414634,0.24464831804281345,0.5677233429394812,1
56,0.9470198675496688,0.6733333333333333,0.48322147651006714,0.3716216216216216,0.2857142857142857,0.21232876712328766,0.774390243902439,1
57,0.3684210526315789,0.061946902654867256,0.0,0.0,0.0,0.0,0.19298245614035087,1
58,0.5328947368421053,0.09933774834437085,0.013333333333333334,0.0,0.0,0.0,0.21818181818181817,0
59,0.6184971098265896,0.1686046511627907,0.04678362573099415,0.011764705882352941,0.005917159763313609,0.0,0.26666666666666666,0
60,0.5103092783505154,0.09326424870466321,0.020833333333333332,0.015706806282722512,0.010526315789473684,0.005291005291005291,0.22110552763819097,0
61,0.8615384615384616,0.39690721649484534,0.18134715025906736,0.09895833333333333,0.06282722513089005,0.042105263157894736,0.5047169811320755,1
62,0.6261682242990654,0.465625,0.36363636363636365,0.2893081761006289,0.22397476340694006,0.17088607594936708,0.5585585585585585,1
63,1.0,0.9923076923076923,0.9845559845559846,0.9767441860465116,0.9688715953307393,0.9609375,0.9966996699669967,1
64,0.5798319327731093,0.11814345991561181,0.01694915254237288,0.00425531914893617,0.0,0.0,0.2289156626506024,0
65,0.40703517587939697,0.06565656565656566,0.015228426395939087,0.00510204081632653,0.0,0.0,0.1722488038277512,0
66,0.5154639175257731,0.09310344827586207,0.010380622837370242,0.0,0.0,0.0,0.23684210526315788,0
67,0.5845410628019324,0.2766990291262136,0.13658536585365855,0.08823529411764706,0.04926108374384237,0.024752475247524754,0.29493087557603687,1
68,0.6171875,0.33858267716535434,0.2619047619047619,0.208,0.1693548387096774,0.13821138211382114,0.5037593984962406,1
69,1.0,0.9615384615384616,0.9224806201550387,0.8828125,0.84251968503937,0.8015873015873016,0.9117647058823529,1
70,0.9916666666666667,0.9663865546218487,0.940677966101695,0.9145299145299145,0.8879310344827587,0.8608695652173913,0.9923076923076923,1
71,0.550561797752809,0.15819209039548024,0.03977272727272727,0.011428571428571429,0.0,0.0,0.2833333333333333,0
72,0.41935483870967744,0.07608695652173914,0.03296703296703297,0.011111111111111112,0.0,0.0,0.2616822429906542,0
73,0.8351648351648352,0.45555555555555555,0.25842696629213485,0.11363636363636363,0.034482758620689655,0.0,0.6470588235294118,1
74,0.9270833333333334,0.6947368421052632,0.5106382978723404,0.3763440860215054,0.29347826086956524,0.2087912087912088,0.85,1
75,0.3838383838383838,0.07614213197969544,0.025510204081632654,0.015384615384615385,0.010309278350515464,0.0051813471502590676,0.178743961352657,0
76,0.4928909952606635,0.05714285714285714,0.0,0.0,0.0,0.0,0.2350230414746544,0
77,0.7087378640776699,0.526829268292683,0.44607843137254904,0.3793103448275862,0.3217821782178218,0.2736318407960199,0.6619718309859155,1
78,0.8633879781420765,0.6648351648351648,0.5082872928176796,0.39444444444444443,0.30726256983240224,0.23595505617977527,0.7911111111111111,1
79,0.9606060606060606,0.9209726443768997,0.8963414634146342,0.8807339449541285,0.8650306748466258,0.8492307692307692,0.9298245614035088,1
80,1.0,0.9890510948905109,0.9743589743589743,0.9595588235294118,0.9446494464944649,0.9296296296296296,0.8546712802768166,1
81,0.6139240506329114,0.1337579617834395,0.019230769230769232,0.0,0.0,0.0,0.2983425414364641,0
82,0.4380165289256198,0.08333333333333333,0.025210084033613446,0.00847457627118644,0.0,0.0,0.2230769230769231,0
83,0.9727626459143969,0.9375,0.9019607843137255,0.8661417322834646,0.8300395256916996,0.7936507936507936,0.9270833333333334,1
84,0.9628099173553719,0.8672199170124482,0.7916666666666666,0.7405857740585774,0.6890756302521008,0.6413502109704642,0.9098039215686274,1
85,0.7336683417085427,0.35353535353535354,0.20304568527918782,0.12244897959183673,0.07179487179487179,0.03608247422680412,0.4900990099009901,1
86,0.5138888888888888,0.09302325581395349,0.009345794392523364,0.0,0.0,0.0,0.25203252032520324,1
87,0.4152542372881356,0.10212765957446808,0.02564102564102564,0.0,0.0,0.0,0.1774193548387097,0
88,0.4861111111111111,0.07906976744186046,0.009345794392523364,0.0,0.0,0.0,0.22767857142857142,0
89,0.8451882845188284,0.5462184873949579,0.4008438818565401,0.3474576271186441,0.3021276595744681,0.27350427350427353,0.6437246963562753,1
90,0.485,0.10552763819095477,0.025252525252525252,0.005076142131979695,0.0,0.0,0.24271844660194175,1
91,0.9506726457399103,0.8783783783783784,0.8235294117647058,0.8,0.7808219178082192,0.7614678899082569,0.8395061728395061,1
92,0.551219512195122,0.3284313725490196,0.2857142857142857,0.2524752475247525,0.23383084577114427,0.22,0.2830188679245283,1
93,0.3612565445026178,0.031578947368421054,0.0,0.0,0.0,0.0,0.16176470588235295,0
94,0.5321888412017167,0.16379310344827586,0.07792207792207792,0.0391304347826087,0.017467248908296942,0.013157894736842105,0.24583333333333332,0
95,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
96,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
97,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
98,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
99,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
